family,source,policy,group,accuracy,balanced_accuracy,precision,recall,specificity,f1,utility,harmful_false_recovery,missed_external_contact,tactile_burden,decision_latency,decision_margin,calibration_quality,oracle_regret
inertia_mismatch,internal,uncalibrated_causal_residual,all,0.776094,0.388047,0.000000,0.000000,0.776094,0.000000,0.634601,0.223906,0.000000,0.142863,0.165405,0.139481,0.558418,0.223240
inertia_mismatch,internal,calibrated_causal_tactile_residual,all,0.820225,0.410112,0.000000,0.000000,0.820225,0.000000,0.672154,0.179775,0.000000,0.182863,0.175405,0.171889,0.558418,0.185687
inertia_mismatch,internal,oracle_source_classifier,all,0.947113,0.473556,0.000000,0.000000,0.947113,0.000000,0.801387,0.052887,0.000000,0.222863,0.155405,0.447113,0.558418,0.056454
friction_drift,internal,raw_energy_threshold,all,0.673610,0.336805,0.000000,0.000000,0.673610,0.000000,0.575489,0.326390,0.000000,0.062863,0.125405,0.093098,0.558418,0.282352
friction_drift,internal,uncertainty_gate,all,0.714780,0.357390,0.000000,0.000000,0.714780,0.000000,0.611516,0.285220,0.000000,0.082863,0.135405,0.105981,0.558418,0.246325
friction_drift,internal,temporal_persistence_gate,all,0.709406,0.354703,0.000000,0.000000,0.709406,0.000000,0.601129,0.290594,0.000000,0.102863,0.145405,0.099495,0.558418,0.256712
friction_drift,internal,residual_shape_only,all,0.840035,0.420018,0.000000,0.000000,0.840035,0.000000,0.726479,0.159965,0.000000,0.122863,0.155405,0.187281,0.558418,0.131362
friction_drift,internal,uncalibrated_causal_residual,all,0.806704,0.403352,0.000000,0.000000,0.806704,0.000000,0.687945,0.193296,0.000000,0.142863,0.165405,0.160094,0.558418,0.169896
friction_drift,internal,calibrated_causal_tactile_residual,all,0.838235,0.419117,0.000000,0.000000,0.838235,0.000000,0.710636,0.161765,0.000000,0.182863,0.175405,0.186150,0.558418,0.147205
friction_drift,internal,oracle_source_classifier,all,0.947913,0.473956,0.000000,0.000000,0.947913,0.000000,0.816125,0.052087,0.000000,0.222863,0.155405,0.447913,0.558418,0.041717
soft_object_deformation,internal,raw_energy_threshold,all,0.738685,0.369342,0.000000,0.000000,0.738685,0.000000,0.636964,0.261315,0.000000,0.062863,0.125405,0.123804,0.558418,0.220877
soft_object_deformation,internal,uncertainty_gate,all,0.721708,0.360854,0.000000,0.000000,0.721708,0.000000,0.614789,0.278292,0.000000,0.082863,0.135405,0.108936,0.558418,0.243052
soft_object_deformation,internal,temporal_persistence_gate,all,0.657502,0.328751,0.000000,0.000000,0.657502,0.000000,0.545203,0.342498,0.000000,0.102863,0.145405,0.072772,0.558418,0.312638
soft_object_deformation,internal,residual_shape_only,all,0.861397,0.430698,0.000000,0.000000,0.861397,0.000000,0.745172,0.138603,0.000000,0.122863,0.155405,0.205247,0.558418,0.112669
soft_object_deformation,internal,uncalibrated_causal_residual,all,0.828619,0.414309,0.000000,0.000000,0.828619,0.000000,0.706951,0.171381,0.000000,0.142863,0.165405,0.175547,0.558418,0.150890
soft_object_deformation,internal,calibrated_causal_tactile_residual,all,0.864558,0.432279,0.000000,0.000000,0.864558,0.000000,0.734303,0.135442,0.000000,0.182863,0.175405,0.209173,0.558418,0.123538
soft_object_deformation,internal,oracle_source_classifier,all,0.949113,0.474556,0.000000,0.000000,0.949113,0.000000,0.815345,0.050887,0.000000,0.222863,0.155405,0.449113,0.558418,0.042496
texture_vibration_alias,internal,raw_energy_threshold,all,0.815801,0.407901,0.000000,0.000000,0.815801,0.000000,0.726435,0.184199,0.000000,0.062863,0.125405,0.176021,0.558418,0.131406
texture_vibration_alias,internal,uncertainty_gate,all,0.859084,0.429542,0.000000,0.000000,0.859084,0.000000,0.763600,0.140916,0.000000,0.082863,0.135405,0.209165,0.558418,0.094241
texture_vibration_alias,internal,temporal_persistence_gate,all,0.861292,0.430646,0.000000,0.000000,0.861292,0.000000,0.760651,0.138708,0.000000,0.102863,0.145405,0.207352,0.558418,0.097190
texture_vibration_alias,internal,residual_shape_only,all,0.838673,0.419336,0.000000,0.000000,0.838673,0.000000,0.733518,0.161327,0.000000,0.122863,0.155405,0.187710,0.558418,0.124323
texture_vibration_alias,internal,uncalibrated_causal_residual,all,0.833035,0.416517,0.000000,0.000000,0.833035,0.000000,0.722741,0.166965,0.000000,0.142863,0.165405,0.181867,0.558418,0.135101
texture_vibration_alias,internal,calibrated_causal_tactile_residual,all,0.844316,0.422158,0.000000,0.000000,0.844316,0.000000,0.724973,0.155684,0.000000,0.182863,0.175405,0.193181,0.558418,0.132868
texture_vibration_alias,internal,oracle_source_classifier,all,0.944713,0.472356,0.000000,0.000000,0.944713,0.000000,0.818960,0.055287,0.000000,0.222863,0.155405,0.444713,0.558418,0.038882
contact_patch_dilation,internal,raw_energy_threshold,all,0.688974,0.344487,0.000000,0.000000,0.688974,0.000000,0.583032,0.311026,0.000000,0.062863,0.125405,0.099624,0.558418,0.274809
contact_patch_dilation,internal,uncertainty_gate,all,0.704180,0.352090,0.000000,0.000000,0.704180,0.000000,0.593357,0.295820,0.000000,0.082863,0.135405,0.100525,0.558418,0.264484
contact_patch_dilation,internal,temporal_persistence_gate,all,0.657745,0.328873,0.000000,0.000000,0.657745,0.000000,0.541312,0.342255,0.000000,0.102863,0.145405,0.073585,0.558418,0.316529
contact_patch_dilation,internal,residual_shape_only,all,0.800762,0.400381,0.000000,0.000000,0.800762,0.000000,0.681167,0.199238,0.000000,0.122863,0.155405,0.158992,0.558418,0.176674
contact_patch_dilation,internal,uncalibrated_causal_residual,all,0.771601,0.385800,0.000000,0.000000,0.771601,0.000000,0.646341,0.228399,0.000000,0.142863,0.165405,0.137773,0.558418,0.211500
contact_patch_dilation,internal,calibrated_causal_tactile_residual,all,0.791525,0.395762,0.000000,0.000000,0.791525,0.000000,0.657747,0.208475,0.000000,0.182863,0.175405,0.152086,0.558418,0.200094
contact_patch_dilation,internal,oracle_source_classifier,all,0.946313,0.473156,0.000000,0.000000,0.946313,0.000000,0.810534,0.053687,0.000000,0.222863,0.155405,0.446313,0.558418,0.047307
thermal_skin_gain_drift,internal,raw_energy_threshold,all,0.795287,0.397644,0.000000,0.000000,0.795287,0.000000,0.700145,0.204713,0.000000,0.062863,0.125405,0.158700,0.558418,0.157696
thermal_skin_gain_drift,internal,uncertainty_gate,all,0.776045,0.388023,0.000000,0.000000,0.776045,0.000000,0.675959,0.223955,0.000000,0.082863,0.135405,0.140931,0.558418,0.181882
thermal_skin_gain_drift,internal,temporal_persistence_gate,all,0.679000,0.339500,0.000000,0.000000,0.679000,0.000000,0.574764,0.321000,0.000000,0.102863,0.145405,0.083279,0.558418,0.283077
thermal_skin_gain_drift,internal,residual_shape_only,all,0.854206,0.427103,0.000000,0.000000,0.854206,0.000000,0.743308,0.145794,0.000000,0.122863,0.155405,0.197608,0.558418,0.114533
thermal_skin_gain_drift,internal,uncalibrated_causal_residual,all,0.836436,0.418218,0.000000,0.000000,0.836436,0.000000,0.720433,0.163564,0.000000,0.142863,0.165405,0.181341,0.558418,0.137408
thermal_skin_gain_drift,internal,calibrated_causal_tactile_residual,all,0.871286,0.435643,0.000000,0.000000,0.871286,0.000000,0.746176,0.128714,0.000000,0.182863,0.175405,0.215041,0.558418,0.111665
thermal_skin_gain_drift,internal,oracle_source_classifier,all,0.949913,0.474956,0.000000,0.000000,0.949913,0.000000,0.820090,0.050087,0.000000,0.222863,0.155405,0.449913,0.558418,0.037751
actuator_force_ripple,internal,raw_energy_threshold,all,0.765003,0.382501,0.000000,0.000000,0.765003,0.000000,0.681784,0.234997,0.000000,0.062863,0.125405,0.140618,0.558418,0.176058
actuator_force_ripple,internal,uncertainty_gate,all,0.855123,0.427562,0.000000,0.000000,0.855123,0.000000,0.763728,0.144877,0.000000,0.082863,0.135405,0.206002,0.558418,0.094113
actuator_force_ripple,internal,temporal_persistence_gate,all,0.887220,0.443610,0.000000,0.000000,0.887220,0.000000,0.789621,0.112780,0.000000,0.102863,0.145405,0.237547,0.558418,0.068221
actuator_force_ripple,internal,residual_shape_only,all,0.838060,0.419030,0.000000,0.000000,0.838060,0.000000,0.737116,0.161940,0.000000,0.122863,0.155405,0.187786,0.558418,0.120726
actuator_force_ripple,internal,uncalibrated_causal_residual,all,0.833658,0.416829,0.000000,0.000000,0.833658,0.000000,0.727593,0.166342,0.000000,0.142863,0.165405,0.182951,0.558418,0.130248
actuator_force_ripple,internal,calibrated_causal_tactile_residual,all,0.847514,0.423757,0.000000,0.000000,0.847514,0.000000,0.732189,0.152486,0.000000,0.182863,0.175405,0.196570,0.558418,0.125653
actuator_force_ripple,internal,oracle_source_classifier,all,0.943513,0.471756,0.000000,0.000000,0.943513,0.000000,0.820816,0.056487,0.000000,0.222863,0.155405,0.443513,0.558418,0.037025
unexpected_side_contact,external,raw_energy_threshold,all,0.653355,0.326678,1.000000,0.653355,0.000000,0.790338,0.508190,0.000000,0.346645,0.062863,0.125405,0.086926,0.558418,0.349651
unexpected_side_contact,external,uncertainty_gate,all,0.540270,0.270135,1.000000,0.540270,0.000000,0.701527,0.337576,0.000000,0.459730,0.082863,0.135405,0.048933,0.558418,0.520265
unexpected_side_contact,external,temporal_persistence_gate,all,0.493120,0.246560,1.000000,0.493120,0.000000,0.660522,0.263028,0.000000,0.506880,0.102863,0.145405,0.033314,0.558418,0.594813
unexpected_side_contact,external,residual_shape_only,all,0.558037,0.279019,1.000000,0.558037,0.000000,0.716334,0.352126,0.000000,0.441963,0.122863,0.155405,0.083623,0.558418,0.505715
unexpected_side_contact,external,uncalibrated_causal_residual,all,0.635434,0.317717,1.000000,0.635434,0.000000,0.777083,0.460239,0.000000,0.364566,0.142863,0.165405,0.085663,0.558418,0.397602
unexpected_side_contact,external,calibrated_causal_tactile_residual,all,0.783959,0.391980,1.000000,0.783959,0.000000,0.878898,0.668388,0.000000,0.216041,0.182863,0.175405,0.158392,0.558418,0.189453
unexpected_side_contact,external,oracle_source_classifier,all,0.952713,0.476356,1.000000,0.952713,0.000000,0.975784,0.910972,0.000000,0.047287,0.222863,0.155405,0.452713,0.558418,0.000000
human_bump_insertion,external,raw_energy_threshold,all,0.741808,0.370904,1.000000,0.741808,0.000000,0.851768,0.628050,0.000000,0.258192,0.062863,0.125405,0.129208,0.558418,0.229791
human_bump_insertion,external,uncertainty_gate,all,0.638411,0.319206,1.000000,0.638411,0.000000,0.779305,0.461285,0.000000,0.361589,0.082863,0.135405,0.073566,0.558418,0.396556
human_bump_insertion,external,temporal_persistence_gate,all,0.582923,0.291461,1.000000,0.582923,0.000000,0.736515,0.369023,0.000000,0.417077,0.102863,0.145405,0.047068,0.558418,0.488818
human_bump_insertion,external,residual_shape_only,all,0.607546,0.303773,1.000000,0.607546,0.000000,0.755868,0.401711,0.000000,0.392454,0.122863,0.155405,0.098182,0.558418,0.456130
human_bump_insertion,external,uncalibrated_causal_residual,all,0.697819,0.348909,1.000000,0.697819,0.000000,0.822018,0.537733,0.000000,0.302181,0.142863,0.165405,0.111723,0.558418,0.320108
human_bump_insertion,external,calibrated_causal_tactile_residual,all,0.836181,0.418090,1.000000,0.836181,0.000000,0.910783,0.744980,0.000000,0.163819,0.182863,0.175405,0.201251,0.558418,0.112861
human_bump_insertion,external,oracle_source_classifier,all,0.953513,0.476756,1.000000,0.953513,0.000000,0.976203,0.924255,0.000000,0.046487,0.222863,0.155405,0.453513,0.558418,0.000000
fixture_edge_scrape,external,raw_energy_threshold,all,0.547219,0.273610,1.000000,0.547219,0.000000,0.707358,0.365531,0.000000,0.452781,0.062863,0.125405,0.062058,0.558418,0.492310
fixture_edge_scrape,external,uncertainty_gate,all,0.487948,0.243974,1.000000,0.487948,0.000000,0.655867,0.276010,0.000000,0.512052,0.082863,0.135405,0.045879,0.558418,0.581832
fixture_edge_scrape,external,temporal_persistence_gate,all,0.503391,0.251696,1.000000,0.503391,0.000000,0.669674,0.292272,0.000000,0.496609,0.102863,0.145405,0.032850,0.558418,0.565569
fixture_edge_scrape,external,residual_shape_only,all,0.501822,0.250911,1.000000,0.501822,0.000000,0.668284,0.284286,0.000000,0.498178,0.122863,0.155405,0.073712,0.558418,0.573555
fixture_edge_scrape,external,uncalibrated_causal_residual,all,0.579826,0.289913,1.000000,0.579826,0.000000,0.734038,0.389934,0.000000,0.420174,0.142863,0.165405,0.067538,0.558418,0.467907
fixture_edge_scrape,external,calibrated_causal_tactile_residual,all,0.726915,0.363458,1.000000,0.726915,0.000000,0.841866,0.589619,0.000000,0.273085,0.182863,0.175405,0.123707,0.558418,0.268222
fixture_edge_scrape,external,oracle_source_classifier,all,0.951513,0.475756,1.000000,0.951513,0.000000,0.975154,0.904113,0.000000,0.048487,0.222863,0.155405,0.451513,0.558418,0.000000
insertion_jam_unseen_lip,external,raw_energy_threshold,all,0.684593,0.342296,1.000000,0.684593,0.000000,0.812769,0.548416,0.000000,0.315407,0.062863,0.125405,0.100781,0.558418,0.309425
insertion_jam_unseen_lip,external,uncertainty_gate,all,0.633587,0.316794,1.000000,0.633587,0.000000,0.775701,0.466679,0.000000,0.366413,0.082863,0.135405,0.070951,0.558418,0.391162
insertion_jam_unseen_lip,external,temporal_persistence_gate,all,0.652369,0.326185,1.000000,0.652369,0.000000,0.789617,0.489176,0.000000,0.347631,0.102863,0.145405,0.071246,0.558418,0.368665
insertion_jam_unseen_lip,external,residual_shape_only,all,0.418540,0.209270,1.000000,0.418540,0.000000,0.590100,0.133294,0.000000,0.581460,0.122863,0.155405,0.069300,0.558418,0.724547
insertion_jam_unseen_lip,external,uncalibrated_causal_residual,all,0.567018,0.283509,1.000000,0.567018,0.000000,0.723690,0.350682,0.000000,0.432982,0.142863,0.165405,0.058761,0.558418,0.507160
insertion_jam_unseen_lip,external,calibrated_causal_tactile_residual,all,0.666604,0.333302,1.000000,0.666604,0.000000,0.799955,0.490886,0.000000,0.333396,0.182863,0.175405,0.092214,0.558418,0.366955
insertion_jam_unseen_lip,external,oracle_source_classifier,all,0.948713,0.474356,1.000000,0.948713,0.000000,0.973682,0.909279,0.000000,0.051287,0.222863,0.155405,0.448713,0.558418,0.000000
cable_cloth_snag,external,raw_energy_threshold,all,0.452327,0.226163,1.000000,0.452327,0.000000,0.622899,0.236420,0.000000,0.547673,0.062863,0.125405,0.060508,0.558418,0.621421
cable_cloth_snag,external,uncertainty_gate,all,0.459628,0.229814,1.000000,0.459628,0.000000,0.629788,0.241204,0.000000,0.540372,0.082863,0.135405,0.046311,0.558418,0.616637
cable_cloth_snag,external,temporal_persistence_gate,all,0.560758,0.280379,1.000000,0.560758,0.000000,0.718571,0.377537,0.000000,0.439242,0.102863,0.145405,0.038843,0.558418,0.480304
cable_cloth_snag,external,residual_shape_only,all,0.464804,0.232402,1.000000,0.464804,0.000000,0.634629,0.237058,0.000000,0.535196,0.122863,0.155405,0.069539,0.558418,0.620783
cable_cloth_snag,external,uncalibrated_causal_residual,all,0.539859,0.269929,1.000000,0.539859,0.000000,0.701180,0.337464,0.000000,0.460141,0.142863,0.165405,0.056923,0.558418,0.520377
cable_cloth_snag,external,calibrated_causal_tactile_residual,all,0.675185,0.337592,1.000000,0.675185,0.000000,0.806102,0.518515,0.000000,0.324815,0.182863,0.175405,0.098036,0.558418,0.339326
cable_cloth_snag,external,oracle_source_classifier,all,0.949513,0.474756,1.000000,0.949513,0.000000,0.974103,0.899603,0.000000,0.050487,0.222863,0.155405,0.449513,0.558418,0.000000
neighbor_object_collision,external,raw_energy_threshold,all,0.618708,0.309354,1.000000,0.618708,0.000000,0.764447,0.463782,0.000000,0.381292,0.062863,0.125405,0.076585,0.558418,0.394060
neighbor_object_collision,external,uncertainty_gate,all,0.478856,0.239428,1.000000,0.478856,0.000000,0.647603,0.258025,0.000000,0.521144,0.082863,0.135405,0.047944,0.558418,0.599817
neighbor_object_collision,external,temporal_persistence_gate,all,0.402257,0.201128,1.000000,0.402257,0.000000,0.573728,0.142615,0.000000,0.597743,0.102863,0.145405,0.049739,0.558418,0.715226
neighbor_object_collision,external,residual_shape_only,all,0.510248,0.255124,1.000000,0.510248,0.000000,0.675715,0.291591,0.000000,0.489752,0.122863,0.155405,0.075722,0.558418,0.566250
neighbor_object_collision,external,uncalibrated_causal_residual,all,0.587973,0.293987,1.000000,0.587973,0.000000,0.740533,0.397962,0.000000,0.412027,0.142863,0.165405,0.070514,0.558418,0.459879
neighbor_object_collision,external,calibrated_causal_tactile_residual,all,0.738645,0.369323,1.000000,0.738645,0.000000,0.849679,0.604898,0.000000,0.261355,0.182863,0.175405,0.130750,0.558418,0.252943
neighbor_object_collision,external,oracle_source_classifier,all,0.951913,0.475956,1.000000,0.951913,0.000000,0.975364,0.906387,0.000000,0.048087,0.222863,0.155405,0.451913,0.558418,0.000000
tool_brush,external,raw_energy_threshold,all,0.344293,0.172147,1.000000,0.344293,0.000000,0.512230,0.172661,0.000000,0.655707,0.062863,0.125405,0.085857,0.558418,0.685180
tool_brush,external,uncertainty_gate,all,0.229453,0.114726,1.000000,0.229453,0.000000,0.373260,0.026439,0.000000,0.770547,0.082863,0.135405,0.139654,0.558418,0.831403
tool_brush,external,temporal_persistence_gate,all,0.200248,0.100124,1.000000,0.200248,0.000000,0.333677,-0.014848,0.000000,0.799752,0.102863,0.145405,0.155851,0.558418,0.872689
tool_brush,external,residual_shape_only,all,0.383303,0.191651,1.000000,0.383303,0.000000,0.554185,0.203662,0.000000,0.616697,0.122863,0.155405,0.078928,0.558418,0.654180
tool_brush,external,uncalibrated_causal_residual,all,0.390092,0.195046,1.000000,0.390092,0.000000,0.561246,0.207005,0.000000,0.609908,0.142863,0.165405,0.066311,0.558418,0.650836
tool_brush,external,calibrated_causal_tactile_residual,all,0.502331,0.251166,1.000000,0.502331,0.000000,0.668736,0.335471,0.000000,0.497669,0.182863,0.175405,0.049380,0.558418,0.522370
tool_brush,external,oracle_source_classifier,all,0.945113,0.472556,1.000000,0.945113,0.000000,0.971782,0.873305,0.000000,0.054887,0.222863,0.155405,0.445113,0.558418,0.000000
micro_slip_escape,external,raw_energy_threshold,all,0.395963,0.197982,1.000000,0.395963,0.000000,0.567298,0.195076,0.000000,0.604037,0.062863,0.125405,0.070073,0.558418,0.662765
micro_slip_escape,external,uncertainty_gate,all,0.389925,0.194963,1.000000,0.389925,0.000000,0.561074,0.181661,0.000000,0.610075,0.082863,0.135405,0.061063,0.558418,0.676180
micro_slip_escape,external,temporal_persistence_gate,all,0.441415,0.220707,1.000000,0.441415,0.000000,0.612474,0.243904,0.000000,0.558585,0.102863,0.145405,0.036595,0.558418,0.613937
micro_slip_escape,external,residual_shape_only,all,0.303754,0.151877,1.000000,0.303754,0.000000,0.465968,0.056714,0.000000,0.696246,0.122863,0.155405,0.103007,0.558418,0.801127
micro_slip_escape,external,uncalibrated_causal_residual,all,0.405888,0.202944,1.000000,0.405888,0.000000,0.577412,0.186333,0.000000,0.594112,0.142863,0.165405,0.057864,0.558418,0.671508
micro_slip_escape,external,calibrated_causal_tactile_residual,all,0.492910,0.246455,1.000000,0.492910,0.000000,0.660334,0.292066,0.000000,0.507090,0.182863,0.175405,0.046022,0.558418,0.565776
micro_slip_escape,external,oracle_source_classifier,all,0.945513,0.472756,1.000000,0.945513,0.000000,0.971993,0.884294,0.000000,0.054487,0.222863,0.155405,0.445513,0.558418,0.000000
